,date,tweet,sentence,num_sentence,average_sentence_length,tokens,count_tokens
590,2018-08-08,#MeToo from China! 但愿真相得以长存！  pic.twitter.com/fm2iSRTnqn,"['#MeToo from China!', '但愿真相得以长存！  pic.twitter.com/fm2iSRTnqn']",2,9,"['#', 'MeToo', 'from', 'China', '!', '但愿', '真相', '得以', '长存', '！', 'pic', '.', 'twitter', '.', 'com', '/', 'fm2iSRTnqn']",17
591,2018-08-08,国内西安中贸广场「反性骚扰」墙 #MeTooChina #metoo  pic.twitter.com/aauFWaFqj3,['国内西安中贸广场「反性骚扰」墙 #MeTooChina #metoo  pic.twitter.com/aauFWaFqj3'],1,20,"['国内', '西安', '中贸', '广场', '「', '反', '性骚扰', '」', '墙', '#', 'MeTooChina', '#', 'metoo', 'pic', '.', 'twitter', '.', 'com', '/', 'aauFWaFqj3']",20
592,2018-08-08,好耶～ 西安中贸广场「性骚扰」墙，可惜据说不久就被404了呜... #MeTooChina #MeToo  pic.twitter.com/P05kLhFNdR,['好耶～ 西安中贸广场「性骚扰」墙，可惜据说不久就被404了呜... #MeTooChina #MeToo  pic.twitter.com/P05kLhFNdR'],1,31,"['好', '耶', '～', '西安', '中贸', '广场', '「', '性骚扰', '」', '墙', '，', '可惜', '据说', '不久', '就', '被', '404', '了', '呜', '...', '#', 'MeTooChina', '#', 'MeToo', 'pic', '.', 'twitter', '.', 'com', '/', 'P05kLhFNdR']",31
593,2018-08-08,这起台版 #MeToo 事件，前年女造型师在 #脸书 开 #直播，泣诉遭 #秦伟 #性侵 ，不顾她强力反抗 #性侵得逞。引发被害人们跟进，#爆料 遭性侵过程，#丑闻 风暴一路发酵，但秦伟始终神隐，宣告他合并执行8年徒刑。可上诉。   @LINK  pic.twitter.com/kbdMhfMJnv,['这起台版 #MeToo 事件，前年女造型师在 #脸书 开 #直播，泣诉遭 #秦伟 #性侵 ，不顾她强力反抗 #性侵得逞。引发被害人们跟进，#爆料 遭性侵过程，#丑闻 风暴一路发酵，但秦伟始终神隐，宣告他合并执行8年徒刑。可上诉。   @LINK\xa0 pic.twitter.com/kbdMhfMJnv'],1,73,"['这起', '台版', '#', 'MeToo', '事件', '，', '前年', '女', '造型师', '在', '#', '脸书', '开', '#', '直播', '，', '泣诉', '遭', '#', '秦伟', '#', '性侵', '，', '不顾', '她', '强力', '反抗', '#', '性侵', '得逞', '。', '引发', '被害人', '们', '跟进', '，', '#', '爆料', '遭性', '侵', '过程', '，', '#', '丑闻', '风暴', '一路', '发酵', '，', '但', '秦伟', '始终', '神隐', '，', '宣告', '他', '合并', '执行', '8', '年', '徒刑', '。', '可', '上诉', '。', '@', 'LINK', 'pic', '.', 'twitter', '.', 'com', '/', 'kbdMhfMJnv']",73
594,2018-08-08,瑞典的女性们怎么不加入 #metoo 活动给大家讲一讲她们是怎么被穆斯林性骚扰的？哦胡，不对，我说反了，应该是瑞典穆斯林讲一讲他们是如何被瑞典女性性侵的,['瑞典的女性们怎么不加入 #metoo 活动给大家讲一讲她们是怎么被穆斯林性骚扰的？哦胡，不对，我说反了，应该是瑞典穆斯林讲一讲他们是如何被瑞典女性性侵的'],1,49,"['瑞典', '的', '女性', '们', '怎么', '不', '加入', '#', 'metoo', '活动', '给', '大家', '讲', '一', '讲', '她们', '是', '怎么', '被', '穆斯林', '性骚扰', '的', '？', '哦', '胡', '，', '不', '对', '，', '我', '说', '反', '了', '，', '应该', '是', '瑞典', '穆斯林', '讲', '一', '讲', '他们', '是', '如何', '被', '瑞典', '女性', '性侵', '的']",49
595,2018-08-08,转噗 试着不别扭的艾勒里: 把旧噗改一下重讲：   #metoo 运动，或者类似的受创经验揭露行动(如「我被性侵时穿着的衣服」摄影展、〈我为我的强暴犯做了早餐〉一文)，本质上都是展示个体经验，为了对抗主流的刻板印象或长期...  @LINK ,['转噗 试着不别扭的艾勒里: 把旧噗改一下重讲：   #metoo 运动，或者类似的受创经验揭露行动(如「我被性侵时穿着的衣服」摄影展、〈我为我的强暴犯做了早餐〉一文)，本质上都是展示个体经验，为了对抗主流的刻板印象或长期...  @LINK'],1,71,"['转', '噗', '试着', '不', '别扭', '的', '艾勒里', ':', '把', '旧', '噗', '改', '一下', '重讲', '：', '#', 'metoo', '运动', '，', '或者', '类似', '的', '受创', '经验', '揭露', '行动', '(', '如', '「', '我', '被', '性', '侵时', '穿着', '的', '衣服', '」', '摄影展', '、', '〈', '我', '为', '我', '的', '强暴犯', '做', '了', '早餐', '〉', '一文', ')', '，', '本质', '上', '都', '是', '展示', '个体', '经验', '，', '为了', '对抗', '主流', '的', '刻板', '印象', '或', '长期', '...', '@', 'LINK']",71
596,2018-08-08,转噗 peterArthur: #MeToo」风潮兴起，让世界各地曾受骚扰的受害人逐渐能鼓起勇气揭发真相。今年3月，被誉为南韩总统文在寅「接班人」的忠清南道前知事安熙正（Ahn Hee-jung），被指控曾多次性侵秘书，...  @LINK ,['转噗 peterArthur: #MeToo」风潮兴起，让世界各地曾受骚扰的受害人逐渐能鼓起勇气揭发真相。今年3月，被誉为南韩总统文在寅「接班人」的忠清南道前知事安熙正（Ahn Hee-jung），被指控曾多次性侵秘书，...  @LINK'],1,55,"['转', '噗', 'peterArthur', ':', '#', 'MeToo', '」', '风潮', '兴起', '，', '让', '世界各地', '曾受', '骚扰', '的', '受害人', '逐渐', '能', '鼓起勇气', '揭发', '真相', '。', '今年', '3', '月', '，', '被誉为', '南韩', '总统', '文在寅', '「', '接班人', '」', '的', '忠清南道', '前', '知事', '安熙', '正', '（', 'Ahn', 'Hee', '-', 'jung', '）', '，', '被', '指控', '曾多次', '性侵', '秘书', '，', '...', '@', 'LINK']",55
597,2018-08-08,转噗 Kehsiin: 不一定能解决问题，但就如同「#MeToo「运动一般，大家会对事事以「学姐」、「颜值」来看女性的习惯，有所顾忌一点。  @LINK ,['转噗 Kehsiin: 不一定能解决问题，但就如同「#MeToo「运动一般，大家会对事事以「学姐」、「颜值」来看女性的习惯，有所顾忌一点。  @LINK'],1,42,"['转', '噗', 'Kehsiin', ':', '不', '一定', '能', '解决问题', '，', '但', '就', '如同', '「', '#', 'MeToo', '「', '运动', '一般', '，', '大家', '会', '对', '事事', '以', '「', '学姐', '」', '、', '「', '颜值', '」', '来看', '女性', '的', '习惯', '，', '有所', '顾忌', '一点', '。', '@', 'LINK']",42
598,2018-08-08,转噗 Dreamore: 秦伟被求刑~真的有点少~ 而且对方14岁~再怎么样也是[被自愿]的吧~ 就算滨小布我也相信~会冒着自己的名节被质疑 来讲述当下的不舒服 通常就是很有问题 即使你自称是男友 #METOO  @LINK ,['转噗 Dreamore: 秦伟被求刑~真的有点少~ 而且对方14岁~再怎么样也是[被自愿]的吧~ 就算滨小布我也相信~会冒着自己的名节被质疑 来讲述当下的不舒服 通常就是很有问题 即使你自称是男友 #METOO  @LINK'],1,62,"['转', '噗', 'Dreamore', ':', '秦伟', '被', '求刑', '~', '真的', '有点', '少', '~', '而且', '对方', '14', '岁', '~', '再', '怎么样', '也', '是', '[', '被', '自愿', ']', '的', '吧', '~', '就算', '滨小布', '我', '也', '相信', '~', '会', '冒', '着', '自己', '的', '名节', '被', '质疑', '来', '讲述', '当下', '的', '不', '舒服', '通常', '就是', '很', '有', '问题', '即使', '你', '自称', '是', '男友', '#', 'METOO', '@', 'LINK']",62
599,2018-08-08,遇到太多太多女生都是逮一个撩一个，要么就是还没分呢就开始撩下一个，一旦闹点矛盾就开始寻找下一个目标了。反倒是男生都很单纯老实，并且非常勤奋的专注自己的事情。说明啥？说明我还远没混到 #metoo 的阶层。。。,['遇到太多太多女生都是逮一个撩一个，要么就是还没分呢就开始撩下一个，一旦闹点矛盾就开始寻找下一个目标了。反倒是男生都很单纯老实，并且非常勤奋的专注自己的事情。说明啥？说明我还远没混到 #metoo 的阶层。。。'],1,64,"['遇到', '太多太多', '女生', '都', '是', '逮', '一个', '撩', '一个', '，', '要么', '就是', '还', '没分', '呢', '就', '开始', '撩下', '一个', '，', '一旦', '闹点', '矛盾', '就', '开始', '寻找', '下', '一个', '目标', '了', '。', '反倒', '是', '男生', '都', '很', '单纯', '老实', '，', '并且', '非常', '勤奋', '的', '专注', '自己', '的', '事情', '。', '说明', '啥', '？', '说明', '我', '还', '远', '没', '混到', '#', 'metoo', '的', '阶层', '。', '。', '。']",64
600,2018-08-08,看你顺眼了是调情，看你不顺眼了是 #metoo 😂,['看你顺眼了是调情，看你不顺眼了是 #metoo 😂'],1,16,"['看', '你', '顺眼', '了', '是', '调情', '，', '看', '你', '不', '顺眼', '了', '是', '#', 'metoo', '😂']",16
601,2018-08-08,是不是正常男人都会 #metoo 一回？,['是不是正常男人都会 #metoo 一回？'],1,9,"['是不是', '正常', '男人', '都', '会', '#', 'metoo', '一回', '？']",9
602,2018-08-07,#metoo  广告贴 ：女性的觉醒和反抗是漫漫历史长河中最耀眼的一笔。为了能够持续的前行，持续的发言，请支持女性自主的创业和网路行动。淘宝独品商店是一群年轻的女权行动派的粮仓产业，请女性朋友们量力为予以支持。我们把我们的劳动成果汇集起来再转化成力量发散出去。  pic.twitter.com/rgoaLMTu7m,['#metoo  广告贴 ：女性的觉醒和反抗是漫漫历史长河中最耀眼的一笔。为了能够持续的前行，持续的发言，请支持女性自主的创业和网路行动。淘宝独品商店是一群年轻的女权行动派的粮仓产业，请女性朋友们量力为予以支持。我们把我们的劳动成果汇集起来再转化成力量发散出去。  pic.twitter.com/rgoaLMTu7m'],1,81,"['#', 'metoo', '广告', '贴', '：', '女性', '的', '觉醒', '和', '反抗', '是', '漫漫', '历史长河', '中', '最', '耀眼', '的', '一笔', '。', '为了', '能够', '持续', '的', '前行', '，', '持续', '的', '发言', '，', '请', '支持', '女性', '自主', '的', '创业', '和', '网路', '行动', '。', '淘宝', '独品', '商店', '是', '一群', '年轻', '的', '女权', '行动', '派', '的', '粮仓', '产业', '，', '请', '女性朋友', '们', '量力', '为', '予以', '支持', '。', '我们', '把', '我们', '的', '劳动成果', '汇集', '起来', '再', '转化成', '力量', '发散', '出去', '。', 'pic', '.', 'twitter', '.', 'com', '/', 'rgoaLMTu7m']",81
603,2018-08-07,坐电梯我遇到了一个可爱的拿着糖果的女生。电梯里只有我们两个人。我想问他是否能给哥哥我一些糖果，但一想到她并未有和我有眼神接触和最近推上敏感的问题，让我想到我这种举动是否是性骚扰然后停止了举动。#metoo,['坐电梯我遇到了一个可爱的拿着糖果的女生。电梯里只有我们两个人。我想问他是否能给哥哥我一些糖果，但一想到她并未有和我有眼神接触和最近推上敏感的问题，让我想到我这种举动是否是性骚扰然后停止了举动。#metoo'],1,65,"['坐电梯', '我', '遇到', '了', '一个', '可爱', '的', '拿', '着', '糖果', '的', '女生', '。', '电梯', '里', '只有', '我们', '两个', '人', '。', '我', '想', '问', '他', '是否', '能', '给', '哥哥', '我', '一些', '糖果', '，', '但', '一', '想到', '她', '并未', '有', '和', '我', '有', '眼神', '接触', '和', '最近', '推上', '敏感', '的', '问题', '，', '让', '我', '想到', '我', '这种', '举动', '是否是', '性骚扰', '然后', '停止', '了', '举动', '。', '#', 'metoo']",65
604,2018-08-07,经历了很多次朋友圈热门贴以后，其实「舆论」已经失效了。舆论是最后的纠偏机制，这个机制对于社会纠偏本身只能是一个开始，后续需要多样公共力量发挥作用。但现在只剩下「舆论」而且只有一天/三天/七天的热度。所以，忍忍就过了，公益圈 #metoo 就只能到如此了吧。,['经历了很多次朋友圈热门贴以后，其实「舆论」已经失效了。舆论是最后的纠偏机制，这个机制对于社会纠偏本身只能是一个开始，后续需要多样公共力量发挥作用。但现在只剩下「舆论」而且只有一天/三天/七天的热度。所以，忍忍就过了，公益圈 #metoo 就只能到如此了吧。'],1,77,"['经历', '了', '很', '多次', '朋友圈', '热门', '贴', '以后', '，', '其实', '「', '舆论', '」', '已经', '失效', '了', '。', '舆论', '是', '最后', '的', '纠偏', '机制', '，', '这个', '机制', '对于', '社会', '纠偏', '本身', '只能', '是', '一个', '开始', '，', '后续', '需要', '多样', '公共', '力量', '发挥作用', '。', '但', '现在', '只', '剩下', '「', '舆论', '」', '而且', '只有', '一天', '/', '三天', '/', '七天', '的', '热度', '。', '所以', '，', '忍忍', '就', '过', '了', '，', '公益', '圈', '#', 'metoo', '就', '只能', '到', '如此', '了', '吧', '。']",77
605,2018-08-07,借用之前某个微博账号的点子，这一波 #metoo 眼看要被遗忘了，有心人可以到微博注册个 「今天你装死了吗」 ，然后每天 @邓飞 @雷闯 和 @冯永锋 ，然后把他们的经历全部贴上（如果不怕死可以加上 @学诚法师）。,['借用之前某个微博账号的点子，这一波 #metoo 眼看要被遗忘了，有心人可以到微博注册个 「今天你装死了吗」 ，然后每天 @邓飞 @雷闯 和 @冯永锋 ，然后把他们的经历全部贴上（如果不怕死可以加上 @学诚法师）。'],1,59,"['借用', '之前', '某个', '微博', '账号', '的', '点子', '，', '这一波', '#', 'metoo', '眼看', '要', '被', '遗忘', '了', '，', '有心人', '可以', '到', '微博', '注册', '个', '「', '今天', '你', '装死', '了', '吗', '」', '，', '然后', '每天', '@', '邓飞', '@', '雷闯', '和', '@', '冯永锋', '，', '然后', '把', '他们', '的', '经历', '全部', '贴', '上', '（', '如果', '不怕死', '可以', '加上', '@', '学诚', '法师', '）', '。']",59
606,2018-08-07,原来是 #MeToo 啊，我还以为是少女强暴文学创作哩！XD #发错论坛了吧北七 @LINK …,['原来是 #MeToo 啊，我还以为是少女强暴文学创作哩！XD #发错论坛了吧北七 @LINK\xa0…'],1,25,"['原来', '是', '#', 'MeToo', '啊', '，', '我', '还', '以为', '是', '少女', '强暴', '文学创作', '哩', '！', 'XD', '#', '发错', '论坛', '了', '吧', '北七', '@', 'LINK', '…']",25
607,2018-08-07,这些女权主义左疯对彬彬有礼的绅士使用 #MeToo 大法诬陷霸凌，对强奸杀人的穆斯林恐怖主义分子却大爱无疆推波助澜。个个都是助纣为虐的帮凶！,['这些女权主义左疯对彬彬有礼的绅士使用 #MeToo 大法诬陷霸凌，对强奸杀人的穆斯林恐怖主义分子却大爱无疆推波助澜。个个都是助纣为虐的帮凶！'],1,32,"['这些', '女权主义', '左疯', '对', '彬彬有礼', '的', '绅士', '使用', '#', 'MeToo', '大法', '诬陷', '霸凌', '，', '对', '强奸', '杀人', '的', '穆斯林', '恐怖主义', '分子', '却大爱', '无疆', '推波助澜', '。', '个个', '都', '是', '助纣为虐', '的', '帮凶', '！']",32
608,2018-08-07,放眼当今世界，能和 #Metoo  相抗衡的也就只有 #LGBT 和 الله أكبر 了………,['放眼当今世界，能和 #Metoo  相抗衡的也就只有 #LGBT 和 الله أكبر 了………'],1,28,"['放眼', '当今世界', '，', '能', '和', '#', 'Metoo', '相', '抗衡', '的', '也', '就', '只有', '#', 'LGBT', '和', 'ا', 'ل', 'ل', 'ه', 'أ', 'ك', 'ب', 'ر', '了', '…', '…', '…']",28
609,2018-08-07,#METOO ：刚刚下单买了女权帐号的一条裙子。很长时间以来，女权者们都辛苦了，为了大家都有能够生存下去的可能。我坦然决定花了200元买了我心仪很久却一直舍不得买的吾辈爱自由、勉励自由一杯酒的一条裙子，算是支持女权姐们的创业和生存。备注：女人最大的品行是爱惜那些为自由和尊严拚命付出的同类,['#METOO ：刚刚下单买了女权帐号的一条裙子。很长时间以来，女权者们都辛苦了，为了大家都有能够生存下去的可能。我坦然决定花了200元买了我心仪很久却一直舍不得买的吾辈爱自由、勉励自由一杯酒的一条裙子，算是支持女权姐们的创业和生存。备注：女人最大的品行是爱惜那些为自由和尊严拚命付出的同类'],1,89,"['#', 'METOO', '：', '刚刚', '下单', '买', '了', '女权', '帐号', '的', '一条', '裙子', '。', '很', '长时间', '以来', '，', '女权', '者', '们', '都', '辛苦', '了', '，', '为了', '大家', '都', '有', '能够', '生存', '下去', '的', '可能', '。', '我', '坦然', '决定', '花', '了', '200', '元', '买', '了', '我', '心仪', '很久', '却', '一直', '舍不得', '买', '的', '吾辈', '爱', '自由', '、', '勉励', '自由', '一', '杯酒', '的', '一条', '裙子', '，', '算是', '支持', '女权', '姐们', '的', '创业', '和', '生存', '。', '备注', '：', '女人', '最大', '的', '品行', '是', '爱惜', '那些', '为', '自由', '和', '尊严', '拚命', '付出', '的', '同类']",89
610,2018-08-06,实名举报《love me like you do》非常不 #MeToo,['实名举报《love me like you do》非常不 #MeToo'],1,13,"['实名', '举报', '《', 'love', 'me', 'like', 'you', 'do', '》', '非常', '不', '#', 'MeToo']",13
611,2018-08-06,韩国女性上街抗议偷拍恶行：「我的生活不是你的色情片」   据英媒5日报道，成千上万的韩国女性于当地时间4日走上首尔街头，敦促韩国政府制定法律，阻止偷窥者使用相机偷拍女性。 游行中许多女性遮住了脸，有些人还举著写有「韩国是一个偷拍盛行的国家」或「我的生活不是你的色情片」字眼的标语牌。 #metoo  pic.twitter.com/Lvx2nJsjxa,['韩国女性上街抗议偷拍恶行：「我的生活不是你的色情片」   据英媒5日报道，成千上万的韩国女性于当地时间4日走上首尔街头，敦促韩国政府制定法律，阻止偷窥者使用相机偷拍女性。 游行中许多女性遮住了脸，有些人还举著写有「韩国是一个偷拍盛行的国家」或「我的生活不是你的色情片」字眼的标语牌。 #metoo  pic.twitter.com/Lvx2nJsjxa'],1,93,"['韩国', '女性', '上街', '抗议', '偷拍', '恶行', '：', '「', '我', '的', '生活', '不是', '你', '的', '色情片', '」', '据', '英媒', '5', '日', '报道', '，', '成千上万', '的', '韩国', '女性', '于', '当地', '时间', '4', '日', '走上', '首尔', '街头', '，', '敦促', '韩国政府', '制定', '法律', '，', '阻止', '偷窥者', '使用', '相机', '偷拍', '女性', '。', '游行', '中', '许多', '女性', '遮住', '了', '脸', '，', '有些', '人', '还', '举著', '写', '有', '「', '韩国', '是', '一个', '偷拍', '盛行', '的', '国家', '」', '或', '「', '我', '的', '生活', '不是', '你', '的', '色情片', '」', '字眼', '的', '标语牌', '。', '#', 'metoo', 'pic', '.', 'twitter', '.', 'com', '/', 'Lvx2nJsjxa']",93
612,2018-08-06,有机会被 #Metoo 吗,['有机会被 #Metoo 吗'],1,6,"['有', '机会', '被', '#', 'Metoo', '吗']",6
613,2018-08-06,【 #读者来函：刘瑜这样谈 #metoo——一个自由派公知的衰落】  刘瑜指责网上发声是文革式的大鸣大放贴大字报、不走法律途径。然而，在中国走法律途径行得通吗？认为走法律途径可以得到公正的结果，类似于问「何不食肉糜？」  @LINK ,['【 #读者来函：刘瑜这样谈 #metoo——一个自由派公知的衰落】  刘瑜指责网上发声是文革式的大鸣大放贴大字报、不走法律途径。然而，在中国走法律途径行得通吗？认为走法律途径可以得到公正的结果，类似于问「何不食肉糜？」  @LINK'],1,66,"['【', '#', '读者', '来函', '：', '刘瑜', '这样', '谈', '#', 'metoo', '—', '—', '一个', '自由派', '公知', '的', '衰落', '】', '刘瑜', '指责', '网上', '发声', '是', '文革', '式', '的', '大鸣大放', '贴', '大字报', '、', '不', '走', '法律', '途径', '。', '然而', '，', '在', '中国', '走', '法律', '途径', '行得通', '吗', '？', '认为', '走', '法律', '途径', '可以', '得到', '公正', '的', '结果', '，', '类似', '于', '问', '「', '何不', '食', '肉糜', '？', '」', '@', 'LINK']",66
614,2018-08-05,内地最近热闹得很，外有中美贸易战，内有假疫苗、娱乐圈逃税、「#MeToo」风暴。不太受关注的中超也凑热闹，长春亚泰周六主场1比1赛和上海申花时，张力向申花的塞内加尔外援丹巴巴亚连呼：「You Black！」向来和善的巴亚找对方算账，结果换来黄牌一张。,['内地最近热闹得很，外有中美贸易战，内有假疫苗、娱乐圈逃税、「#MeToo」风暴。不太受关注的中超也凑热闹，长春亚泰周六主场1比1赛和上海申花时，张力向申花的塞内加尔外援丹巴巴亚连呼：「You Black！」向来和善的巴亚找对方算账，结果换来黄牌一张。'],1,69,"['内地', '最近', '热闹', '得', '很', '，', '外有', '中美', '贸易战', '，', '内', '有假', '疫苗', '、', '娱乐圈', '逃税', '、', '「', '#', 'MeToo', '」', '风暴', '。', '不太受', '关注', '的', '中超', '也', '凑热闹', '，', '长春亚泰', '周六', '主场', '1', '比', '1', '赛', '和', '上海申花', '时', '，', '张力', '向', '申花', '的', '塞内加尔', '外援', '丹巴', '巴亚', '连呼', '：', '「', 'You', 'Black', '！', '」', '向来', '和善', '的', '巴亚', '找', '对方', '算账', '，', '结果', '换来', '黄牌', '一张', '。']",69
615,2018-08-05,#MeToo 的滑稽表演还未结束🔚，人们多次面对远古祖先已经完美解决的问题，开始新的迷茫。人类应当向群居动物请教，同意年龄到底是什么？同意年龄是否为自己的贪婪遮羞？  @LINK …,['#MeToo 的滑稽表演还未结束🔚，人们多次面对远古祖先已经完美解决的问题，开始新的迷茫。人类应当向群居动物请教，同意年龄到底是什么？同意年龄是否为自己的贪婪遮羞？  @LINK\xa0…'],1,50,"['#', 'MeToo', '的', '滑稽', '表演', '还', '未', '结束', '🔚', '，', '人们', '多次', '面对', '远古', '祖先', '已经', '完美', '解决', '的', '问题', '，', '开始', '新', '的', '迷茫', '。', '人类', '应当', '向', '群居动物', '请教', '，', '同意', '年龄', '到底', '是', '什么', '？', '同意', '年龄', '是否', '为', '自己', '的', '贪婪', '遮羞', '？', '@', 'LINK', '…']",50
616,2018-08-05,#metoo 64%的女性作家曾遭侵犯！媒体和编剧产业成职场性骚扰重灾区  @LINK  pic.twitter.com/GDjRRe3NVV,['#metoo 64%的女性作家曾遭侵犯！媒体和编剧产业成职场性骚扰重灾区  @LINK\xa0 pic.twitter.com/GDjRRe3NVV'],1,27,"['#', 'metoo', '64%', '的', '女性', '作家', '曾', '遭', '侵犯', '！', '媒体', '和', '编剧', '产业', '成', '职场', '性骚扰', '重灾区', '@', 'LINK', 'pic', '.', 'twitter', '.', 'com', '/', 'GDjRRe3NVV']",27
617,2018-08-05,#Metoo 时代让人怎么调情  @LINK …,['#Metoo 时代让人怎么调情  @LINK\xa0…'],1,10,"['#', 'Metoo', '时代', '让', '人', '怎么', '调情', '@', 'LINK', '…']",10
618,2018-08-05,说说呗，那厮威胁公布的「姑娘」到底是啥东东啊，我看不到，还不知所为何来呢，不会是蹭正在风起云涌的 #metoo 热点吧？,['说说呗，那厮威胁公布的「姑娘」到底是啥东东啊，我看不到，还不知所为何来呢，不会是蹭正在风起云涌的 #metoo 热点吧？'],1,38,"['说', '说', '呗', '，', '那厮', '威胁', '公布', '的', '「', '姑娘', '」', '到底', '是', '啥', '东东', '啊', '，', '我', '看不到', '，', '还', '不知', '所', '为何', '来', '呢', '，', '不会', '是', '蹭', '正在', '风起云涌', '的', '#', 'metoo', '热点', '吧', '？']",38
619,2018-08-05,【香港#MeToo投诉扩至警队    女警揭遭男警长性骚扰】  @LINK  #香港警队 ##MeToo #女警投诉 #包庇警长 #性骚扰 #谭香文 #公务员内部调查机制 #漏洞  @LINK …,['【香港#MeToo投诉扩至警队    女警揭遭男警长性骚扰】  @LINK\xa0 #香港警队 ##MeToo #女警投诉 #包庇警长 #性骚扰 #谭香文 #公务员内部调查机制 #漏洞  @LINK\xa0…'],1,40,"['【', '香港', '#', 'MeToo', '投诉', '扩至', '警队', '女警', '揭遭', '男', '警长', '性骚扰', '】', '@', 'LINK', '#', '香港', '警队', '##', 'MeToo', '#', '女警', '投诉', '#', '包庇', '警长', '#', '性骚扰', '#', '谭香文', '#', '公务员', '内部', '调查', '机制', '#', '漏洞', '@', 'LINK', '…']",40
620,2018-08-05,几周前我身上也发生过…还被宋妈笑半天 #metoo  @LINK …,['几周前我身上也发生过…还被宋妈笑半天 #metoo  @LINK\xa0…'],1,18,"['几周', '前', '我', '身上', '也', '发生', '过', '…', '还', '被', '宋妈', '笑', '半天', '#', 'metoo', '@', 'LINK', '…']",18
621,2018-08-05,#ASU fires Professor #Krauss!  @LINK  来自 @MENTION #MeToo,"['#ASU fires Professor #Krauss!', '@LINK\xa0 来自 @MENTION #MeToo']",2,7,"['#', 'ASU', 'fires', 'Professor', '#', 'Krauss', '!', '@', 'LINK', '来自', '@', 'MENTION', '#', 'MeToo']",14
622,2018-08-04,#metoo in China进行中... 中石油受害者的手机在警察面前被学校保安抢走...本该保护自己的成了要去对抗的。 今天也是绝望的一天... 报警电话录音: @LINK … 前情: @LINK … pic.twitter.com/DkzhGwd5l9,['#metoo in China进行中... 中石油受害者的手机在警察面前被学校保安抢走...本该保护自己的成了要去对抗的。 今天也是绝望的一天... 报警电话录音: @LINK\xa0… 前情: @LINK\xa0… pic.twitter.com/DkzhGwd5l9'],1,57,"['#', 'metoo', 'in', 'China', '进行', '中', '...', '中', '石油', '受害者', '的', '手机', '在', '警察', '面前', '被', '学校', '保安', '抢走', '...', '本该', '保护', '自己', '的', '成', '了', '要', '去', '对抗', '的', '。', '今天', '也', '是', '绝望', '的', '一天', '...', '报警', '电话录音', ':', '@', 'LINK', '…', '前', '情', ':', '@', 'LINK', '…', 'pic', '.', 'twitter', '.', 'com', '/', 'DkzhGwd5l9']",57
623,2018-08-04,朋友两个去田子坊了，我起床无聊半天了，我老公死都叫不起来。 昨天吃火锅的照片就是我和我老公，早上看了眼评论，可以 #metoo 吧,['朋友两个去田子坊了，我起床无聊半天了，我老公死都叫不起来。 昨天吃火锅的照片就是我和我老公，早上看了眼评论，可以 #metoo 吧'],1,40,"['朋友', '两个', '去', '田子坊', '了', '，', '我', '起床', '无聊', '半天', '了', '，', '我', '老公', '死', '都', '叫', '不', '起来', '。', '昨天', '吃火锅', '的', '照片', '就是', '我', '和', '我', '老公', '，', '早上', '看', '了', '眼', '评论', '，', '可以', '#', 'metoo', '吧']",40
624,2018-08-04,"#MeToo 在中国已经没有净土了。党领导一切，也难怪。 中国没有宗教信仰自由，除了家庭教会，所有的教堂寺庙都是党办的，负责人都是共产党。所以宗教领袖都有共产党领导干部玩女人的传统作风。 宗教领袖=性侵大师, 虔诚信徒=沉默羔羊。","['#MeToo 在中国已经没有净土了。党领导一切，也难怪。 中国没有宗教信仰自由，除了家庭教会，所有的教堂寺庙都是党办的，负责人都是共产党。所以宗教领袖都有共产党领导干部玩女人的传统作风。 宗教领袖=性侵大师, 虔诚信徒=沉默羔羊。']",1,66,"['#', 'MeToo', '在', '中国', '已经', '没有', '净土', '了', '。', '党', '领导', '一切', '，', '也', '难怪', '。', '中国', '没有', '宗教信仰', '自由', '，', '除了', '家庭', '教会', '，', '所有', '的', '教堂', '寺庙', '都', '是', '党', '办', '的', '，', '负责人', '都', '是', '共产党', '。', '所以', '宗教', '领袖', '都', '有', '共产党', '领导', '干部', '玩', '女人', '的', '传统', '作风', '。', '宗教', '领袖', '=', '性侵', '大师', ',', '虔诚', '信徒', '=', '沉默', '羔羊', '。']",66
625,2018-08-04,"#metoo in China正在进行中... 湖南大学老师熊广基被指性骚扰女生。熊回应举报称:""只是抱了她下""""她穿着暴露，我也年轻气盛，难免冲动"" 最后一张图为女生当时所穿衣服  pic.twitter.com/8Nx0GF8b1T","['#metoo in China正在进行中... 湖南大学老师熊广基被指性骚扰女生。熊回应举报称:""只是抱了她下""""她穿着暴露，我也年轻气盛，难免冲动"" 最后一张图为女生当时所穿衣服  pic.twitter.com/8Nx0GF8b1T']",1,54,"['#', 'metoo', 'in', 'China', '正在', '进行', '中', '...', '湖南大学', '老师', '熊广基', '被', '指', '性骚扰', '女生', '。', '熊', '回应', '举报', '称', ':', '""', '只是', '抱', '了', '她', '下', '""', '""', '她', '穿着', '暴露', '，', '我', '也', '年轻气盛', '，', '难免', '冲动', '""', '最后', '一张', '图为', '女生', '当时', '所', '穿衣服', 'pic', '.', 'twitter', '.', 'com', '/', '8Nx0GF8b1T']",54
